ssn,age,education,marital-status,relationship,sex,income
716-15-4790,46.0,,Married-civ-spouse,Wife,Male,<=50K
117-62-8992,46.0,10th,Married-civ-spouse,Husband,Male,
516-95-3316,29.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
004-42-2604,59.0,Some-college,Separated,Other-relative,Female,<=50K
286-21-0073,31.0,Bachelors,Married-civ-spouse,Own-child,Male,<=50K
849-23-2185,52.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
550-36-8549,52.0,Masters,Married-civ-spouse,,Male,
653-10-1964,39.0,,Married-civ-spouse,Husband,Male,>50K
407-49-3857,35.0,Assoc-voc,,Husband,Male,>50K
654-33-0466,26.0,,Married-civ-spouse,,,
639-06-6338,,HS-grad,Never-married,Not-in-family,,>50K
603-28-6240,19.0,HS-grad,,Other-relative,,
268-42-7518,40.0,,Never-married,Unmarried,Male,
578-59-3365,24.0,HS-grad,,Not-in-family,Female,
133-56-8795,59.0,7th-8th,,Husband,Male,
699-50-8598,18.0,10th,Separated,Own-child,Male,
276-25-9213,24.0,HS-grad,Never-married,Own-child,Male,<=50K
914-58-8451,34.0,,,Not-in-family,,<=50K
971-80-5895,38.0,Bachelors,,Husband,Male,<=50K
111-14-8648,,Assoc-voc,Married-civ-spouse,Husband,Female,<=50K
609-36-7321,50.0,,Divorced,Not-in-family,,
543-45-8230,30.0,Some-college,Married-civ-spouse,Husband,Male,
689-09-7050,40.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
396-13-0220,37.0,Some-college,Married-civ-spouse,,Male,>50K
662-49-9999,27.0,Bachelors,Married-civ-spouse,Wife,Male,<=50K
081-35-7493,33.0,Some-college,Never-married,Unmarried,Male,<=50K
038-20-6388,49.0,10th,Married-civ-spouse,Husband,,<=50K
342-44-4717,30.0,HS-grad,,Husband,Male,<=50K
414-09-7051,33.0,,,Husband,,<=50K
786-91-6461,19.0,Some-college,Never-married,,,>50K
897-94-2259,40.0,Some-college,Married-civ-spouse,Husband,Male,
275-36-8550,32.0,HS-grad,Never-married,Not-in-family,,
993-36-6092,49.0,Bachelors,,Unmarried,,
831-35-7493,48.0,Doctorate,Married-civ-spouse,Husband,Male,
474-41-6461,,HS-grad,Never-married,Not-in-family,Male,<=50K
365-93-9803,60.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
257-64-7419,61.0,Some-college,Married-civ-spouse,Husband,Male,
936-48-6485,35.0,,Married-civ-spouse,Husband,,
868-39-6805,56.0,7th-8th,Married-civ-spouse,Husband,,<=50K
775-36-8549,24.0,HS-grad,Never-married,Own-child,,<=50K
767-01-4741,38.0,,Married-civ-spouse,Husband,Male,
339-89-5577,56.0,HS-grad,Married-civ-spouse,Husband,Male,
880-37-4691,27.0,HS-grad,Never-married,Own-child,,
952-54-9139,33.0,,Separated,Not-in-family,,<=50K
561-27-1498,,Some-college,Married-civ-spouse,Husband,Male,
388-23-7100,49.0,Masters,,,,
505-28-2554,18.0,HS-grad,,,Male,
801-99-6313,45.0,,Divorced,Unmarried,Female,
990-17-1989,41.0,,Married-civ-spouse,Husband,Male,
246-03-8083,64.0,,Married-civ-spouse,Husband,Male,
505-65-1105,52.0,Bachelors,Divorced,Not-in-family,Male,<=50K
152-70-2702,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
783-44-5945,34.0,HS-grad,Separated,Not-in-family,Female,<=50K
717-72-1129,25.0,Some-college,Never-married,Not-in-family,Female,<=50K
716-40-0490,35.0,Bachelors,Never-married,Unmarried,Female,<=50K
538-11-4250,28.0,,Never-married,,,
517-90-5404,63.0,HS-grad,Married-civ-spouse,Husband,,<=50K
378-93-1203,,,Married-civ-spouse,Wife,Male,<=50K
604-85-2579,42.0,Some-college,Never-married,Not-in-family,,<=50K
118-98-0343,42.0,HS-grad,,Husband,Male,
313-48-2800,27.0,Some-college,Never-married,Unmarried,,
471-46-8058,52.0,7th-8th,Married-civ-spouse,,,
596-49-8770,51.0,,Divorced,Unmarried,,
962-68-4274,21.0,Some-college,Never-married,Own-child,Male,<=50K
834-95-0859,46.0,,Divorced,Unmarried,,<=50K
677-73-3414,35.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
657-52-4569,23.0,Some-college,Never-married,Other-relative,,
929-85-2578,41.0,,,Not-in-family,Male,
676-38-2063,40.0,HS-grad,Divorced,Not-in-family,Male,>50K
112-43-8574,29.0,,Married-civ-spouse,Husband,Male,>50K
002-94-8402,32.0,,Divorced,,Female,
945-73-0957,30.0,Masters,Married-civ-spouse,,,
622-81-9409,41.0,Some-college,Never-married,Own-child,Female,
871-43-7345,50.0,Masters,Married-civ-spouse,Husband,,
032-73-9557,39.0,HS-grad,Married-civ-spouse,Husband,,
624-44-7173,,,Married-civ-spouse,,,<=50K
929-57-6166,37.0,Prof-school,Never-married,,,
444-04-1768,39.0,Masters,Never-married,Own-child,Female,<=50K
330-34-3980,23.0,10th,Never-married,,,<=50K
755-03-6854,53.0,,,Husband,,>50K
495-63-8820,57.0,HS-grad,Divorced,,Female,<=50K
791-06-2652,22.0,Some-college,Never-married,Unmarried,,<=50K
140-97-0515,23.0,,Never-married,,,<=50K
648-71-0073,32.0,,Never-married,Not-in-family,Male,
723-80-2210,35.0,Some-college,,Unmarried,Male,
713-51-3512,28.0,Some-college,Divorced,,,<=50K
562-74-5699,27.0,Some-college,Never-married,Unmarried,,
941-40-0490,36.0,Bachelors,,,,
917-13-7591,36.0,,Never-married,,Male,
562-92-9974,40.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
760-31-9409,24.0,,,Unmarried,,<=50K
623-67-9360,37.0,Bachelors,Divorced,Not-in-family,Female,
286-54-7911,24.0,Some-college,Married-civ-spouse,Wife,Male,<=50K
437-99-1400,21.0,Some-college,Never-married,,Female,<=50K
244-16-4618,24.0,11th,Never-married,Not-in-family,Male,<=50K
329-20-7616,21.0,Some-college,Divorced,,Female,
916-33-9065,46.0,,Married-civ-spouse,,Male,
614-98-7714,29.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
722-05-1596,29.0,Bachelors,Never-married,Unmarried,Male,<=50K
931-23-4642,45.0,7th-8th,,Unmarried,,<=50K
067-69-0417,53.0,HS-grad,Never-married,Own-child,Male,
891-98-4028,32.0,,Married-civ-spouse,Husband,,<=50K
861-21-0072,21.0,,,Not-in-family,Male,<=50K
932-49-3856,22.0,5th-6th,,Own-child,Female,
843-85-7493,21.0,Assoc-acdm,Never-married,Own-child,Female,<=50K
799-04-7910,67.0,,,Not-in-family,,
415-75-5527,20.0,,Never-married,Own-child,Male,<=50K
910-10-4421,,,,Not-in-family,,
384-42-8746,58.0,Some-college,,Husband,Female,<=50K
419-59-4594,21.0,HS-grad,,Husband,,
472-78-8697,40.0,Some-college,,Own-child,Male,<=50K
079-66-8304,42.0,Assoc-voc,Divorced,Not-in-family,Female,<=50K
048-18-7960,43.0,Some-college,Married-civ-spouse,Husband,Male,
176-96-5601,46.0,HS-grad,Married-civ-spouse,Husband,,
420-14-7419,18.0,11th,,Own-child,Female,<=50K
826-96-5601,44.0,,Married-civ-spouse,,,>50K
767-59-8279,66.0,,Married-civ-spouse,Husband,,<=50K
589-68-0589,,Bachelors,,Husband,,<=50K
840-78-6239,31.0,Bachelors,Married-civ-spouse,Husband,Male,
534-79-7296,35.0,Some-college,,,Female,
059-36-7321,52.0,Assoc-voc,Married-civ-spouse,,,>50K
615-87-8377,18.0,HS-grad,Never-married,,,<=50K
276-90-4176,64.0,,Married-civ-spouse,Husband,Male,<=50K
146-92-8746,32.0,,Divorced,Not-in-family,Male,
899-84-6436,48.0,Doctorate,Never-married,Not-in-family,Male,
305-77-3955,54.0,Bachelors,Married-civ-spouse,,,<=50K
499-72-3586,46.0,Some-college,Divorced,Not-in-family,Male,<=50K
254-63-7591,42.0,,Divorced,,Male,<=50K
609-88-9434,56.0,,Divorced,Unmarried,Female,<=50K
410-78-0097,55.0,,,,Female,
362-80-7124,36.0,,Separated,Unmarried,Female,
376-93-4889,71.0,HS-grad,,Husband,,>50K
190-72-4815,33.0,5th-6th,Never-married,Own-child,Female,
007-55-5282,19.0,11th,Never-married,,,<=50K
084-76-6584,35.0,Assoc-acdm,Married-civ-spouse,Husband,,
948-64-8647,54.0,HS-grad,,,Male,<=50K
247-75-7985,32.0,Bachelors,Married-civ-spouse,,,
404-79-1154,28.0,Assoc-voc,Married-spouse-absent,Not-in-family,Female,<=50K
486-97-7886,43.0,Masters,Married-civ-spouse,,Male,>50K
333-32-3095,44.0,Some-college,,Unmarried,Male,
970-51-5969,,HS-grad,Married-civ-spouse,Husband,,
417-07-6166,52.0,Some-college,Married-civ-spouse,,Male,<=50K
014-83-4152,27.0,Bachelors,Never-married,Other-relative,Female,
409-92-0147,32.0,Masters,Divorced,Unmarried,Male,<=50K
687-37-7149,29.0,Bachelors,Never-married,Not-in-family,Male,
998-92-5060,30.0,,Never-married,,,>50K
245-76-1670,50.0,1st-4th,Married-civ-spouse,Husband,,>50K
599-60-0736,55.0,,Married-civ-spouse,Husband,Male,>50K
265-50-9827,29.0,Assoc-voc,Never-married,Own-child,,<=50K
465-57-1252,28.0,Some-college,Married-civ-spouse,Husband,,>50K
522-42-0146,,HS-grad,Married-civ-spouse,,Male,>50K
043-21-2530,50.0,HS-grad,Married-civ-spouse,,,<=50K
002-54-9140,51.0,Prof-school,,Own-child,,
393-02-8255,33.0,HS-grad,Married-civ-spouse,,Male,
077-08-8452,45.0,Some-college,Divorced,Not-in-family,,<=50K
234-36-7321,36.0,,Married-civ-spouse,Husband,Male,>50K
923-89-4347,,,Never-married,Not-in-family,Male,
363-60-5650,21.0,Some-college,Never-married,Not-in-family,,<=50K
501-87-3463,29.0,,Married-civ-spouse,Husband,,
514-52-7026,63.0,Assoc-acdm,,Not-in-family,,<=50K
848-55-6510,,HS-grad,Married-civ-spouse,Husband,,<=50K
657-21-7444,35.0,,Never-married,Own-child,Male,<=50K
102-51-8427,35.0,HS-grad,Never-married,Not-in-family,,<=50K
178-04-0540,36.0,,,Husband,,>50K
861-76-2898,41.0,Bachelors,,Not-in-family,Male,>50K
738-23-7099,20.0,Some-college,,Own-child,Male,
825-30-7124,56.0,Some-college,Widowed,Not-in-family,,<=50K
977-33-4151,19.0,,Never-married,,Male,
195-97-6658,33.0,,Married-civ-spouse,Husband,Male,>50K
381-63-3906,42.0,HS-grad,Married-civ-spouse,Husband,,>50K
037-53-0712,66.0,Some-college,Divorced,,Male,
408-59-9508,40.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
877-64-1276,41.0,HS-grad,Married-civ-spouse,Husband,,
170-39-3120,39.0,,Never-married,Own-child,,
370-48-5257,65.0,,Widowed,Unmarried,Female,<=50K
906-11-1792,19.0,HS-grad,,Own-child,,
353-19-4102,38.0,,Married-civ-spouse,Husband,Male,<=50K
268-94-9631,,,Married-civ-spouse,Husband,,>50K
896-92-8746,26.0,Bachelors,Never-married,Own-child,,
310-31-9410,32.0,Masters,Separated,Unmarried,,<=50K
625-27-6412,32.0,Assoc-voc,,,,<=50K
160-35-0122,27.0,,,Own-child,,
052-94-8402,38.0,7th-8th,,,Male,
121-62-1621,,,Married-civ-spouse,Husband,,<=50K
832-12-5306,46.0,Bachelors,Married-civ-spouse,Husband,,
542-07-6166,47.0,HS-grad,Married-civ-spouse,,,<=50K
916-67-6903,34.0,,Never-married,Other-relative,,<=50K
286-39-4348,30.0,Bachelors,Never-married,Own-child,,
365-78-6240,48.0,7th-8th,,Husband,Male,
856-72-6043,61.0,Some-college,Divorced,Not-in-family,,
487-83-7837,38.0,Prof-school,Never-married,Not-in-family,,<=50K
775-98-2800,,Bachelors,Never-married,Not-in-family,,<=50K
780-31-3267,22.0,HS-grad,Married-civ-spouse,,Male,<=50K
123-12-6535,56.0,HS-grad,Married-civ-spouse,,Male,<=50K
976-35-1350,23.0,HS-grad,,Own-child,,<=50K
610-47-2972,40.0,Bachelors,Divorced,Not-in-family,Male,
592-16-8304,45.0,Masters,Married-spouse-absent,Not-in-family,,<=50K
411-11-7935,,,Married-civ-spouse,Husband,Male,<=50K
022-85-0122,47.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
603-50-1227,,Bachelors,,Husband,,>50K
926-75-0613,46.0,,Married-civ-spouse,Husband,Female,<=50K
409-82-8009,58.0,5th-6th,,Husband,,
396-77-5183,60.0,5th-6th,Married-civ-spouse,,Male,<=50K
421-59-0908,57.0,11th,Married-civ-spouse,,Female,<=50K
866-83-0465,43.0,,Married-civ-spouse,,Male,<=50K
246-68-3046,52.0,10th,Married-civ-spouse,Husband,,
751-41-2775,26.0,Bachelors,Never-married,Not-in-family,,<=50K
892-56-7566,44.0,,Married-civ-spouse,,Male,<=50K
158-96-8058,21.0,5th-6th,Never-married,Not-in-family,,<=50K
994-93-2431,25.0,Bachelors,Never-married,,,
649-04-7910,51.0,,Married-civ-spouse,Husband,,<=50K
129-85-2579,,HS-grad,Married-civ-spouse,Husband,,
722-54-2996,31.0,Bachelors,Never-married,Not-in-family,Male,<=50K
181-38-8206,68.0,Bachelors,Divorced,Not-in-family,Male,<=50K
056-01-9655,26.0,Bachelors,,Unmarried,Female,
392-44-4717,50.0,Prof-school,Never-married,Not-in-family,,
836-60-9335,27.0,HS-grad,Never-married,,,>50K
348-52-5798,25.0,,Never-married,Own-child,Male,
483-29-2382,36.0,,Married-civ-spouse,,,>50K
026-19-7788,26.0,Some-college,Married-civ-spouse,,Male,
726-75-0613,51.0,HS-grad,Married-civ-spouse,Wife,Male,<=50K
281-97-1744,53.0,Some-college,Married-civ-spouse,Husband,,
312-99-1400,,HS-grad,Divorced,,Female,<=50K
548-77-1498,50.0,,Separated,Unmarried,,
809-45-9458,51.0,,Married-civ-spouse,,Male,<=50K
317-90-5405,47.0,Some-college,Never-married,Not-in-family,Female,<=50K
065-44-8402,26.0,Bachelors,Never-married,Not-in-family,,
324-20-1473,19.0,Some-college,Never-married,,,
442-93-6117,23.0,,,,,
887-74-5699,30.0,,Divorced,Own-child,Female,<=50K
264-03-5626,22.0,Bachelors,,,Male,<=50K
811-42-5060,34.0,HS-grad,Divorced,Not-in-family,Female,
001-04-4226,29.0,Bachelors,Never-married,Not-in-family,Female,
042-26-0442,45.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
558-20-0245,27.0,11th,Never-married,Own-child,Male,
271-92-8746,55.0,10th,Married-civ-spouse,,,<=50K
734-67-4446,51.0,HS-grad,Married-civ-spouse,,Male,<=50K
607-95-4544,48.0,,Divorced,Not-in-family,Male,
156-81-8181,29.0,Masters,Never-married,,Male,
562-80-7124,67.0,HS-grad,,,Female,<=50K
298-95-5773,,,Married-civ-spouse,,Male,
603-13-2677,40.0,,Married-civ-spouse,Husband,Male,>50K
006-14-2506,52.0,Prof-school,Divorced,Other-relative,,<=50K
332-92-3832,36.0,Some-college,Divorced,Unmarried,Female,<=50K
822-57-3709,30.0,Some-college,Married-civ-spouse,Husband,Female,<=50K
408-66-0933,37.0,,Divorced,Other-relative,Female,<=50K
185-35-0122,,HS-grad,Married-civ-spouse,Husband,Male,
303-65-4790,44.0,Bachelors,Divorced,Not-in-family,,
175-27-6412,37.0,HS-grad,Divorced,Unmarried,,<=50K
806-57-2480,,,,Husband,Male,
562-25-4299,,HS-grad,Married-civ-spouse,Wife,Male,<=50K
759-02-9483,41.0,,Never-married,Not-in-family,Female,<=50K
018-67-3218,52.0,,Widowed,,Female,
871-59-0908,22.0,,Married-civ-spouse,,,>50K
646-25-3070,38.0,,Married-civ-spouse,Husband,,<=50K
542-90-5404,25.0,,Married-civ-spouse,,Male,<=50K
916-76-9040,36.0,,Married-civ-spouse,,Male,<=50K
724-20-1473,23.0,Bachelors,Never-married,Own-child,,<=50K
647-72-7272,43.0,HS-grad,Married-civ-spouse,Husband,,>50K
477-27-2726,70.0,,Widowed,Not-in-family,,
933-59-9507,,Some-college,Separated,,Female,<=50K
797-11-3021,,HS-grad,,Husband,Male,
040-50-9827,,,Divorced,,Female,
943-15-1104,57.0,Assoc-voc,,Husband,Male,<=50K
964-92-6288,66.0,,Married-civ-spouse,Husband,,
973-49-5085,31.0,Bachelors,,Husband,,<=50K
040-90-9090,24.0,HS-grad,Never-married,Not-in-family,Female,<=50K
252-76-4127,55.0,,,Not-in-family,Male,<=50K
292-56-7567,61.0,,Widowed,,Female,<=50K
166-64-6191,42.0,,Married-civ-spouse,Wife,,>50K
169-16-4618,20.0,10th,Never-married,,Female,<=50K
130-34-3980,60.0,,Married-civ-spouse,Husband,Male,
529-82-1866,67.0,Bachelors,Married-civ-spouse,Husband,,
313-14-4962,54.0,,Married-civ-spouse,Husband,,<=50K
828-93-1203,24.0,Some-college,Never-married,Own-child,Female,<=50K
964-77-2726,23.0,HS-grad,Never-married,Own-child,Female,<=50K
472-02-0884,61.0,Bachelors,Married-civ-spouse,Husband,,
637-77-6412,20.0,,Never-married,Own-child,Female,
033-72-2358,52.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
734-02-9483,,Some-college,Married-civ-spouse,Husband,Male,
418-67-3218,38.0,,Divorced,Not-in-family,,<=50K
475-82-9237,40.0,Prof-school,,Wife,Male,<=50K
118-12-0393,60.0,HS-grad,Divorced,Not-in-family,,
244-84-0294,44.0,Bachelors,Married-civ-spouse,Husband,,
092-56-7567,43.0,Some-college,Never-married,,Female,
540-93-9802,33.0,HS-grad,Divorced,Not-in-family,,<=50K
246-62-1621,62.0,7th-8th,,Not-in-family,,<=50K
783-84-5208,29.0,Bachelors,Never-married,,,<=50K
344-01-1056,,Bachelors,,Wife,Male,<=50K
042-50-6142,29.0,HS-grad,Never-married,Unmarried,Female,<=50K
308-32-3095,24.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
197-17-4446,30.0,HS-grad,Never-married,,Male,
418-42-7518,59.0,,,,Female,
690-38-6977,20.0,11th,Never-married,Own-child,Female,
467-10-6879,,HS-grad,Married-civ-spouse,Husband,,
741-70-7615,26.0,,,Wife,Female,<=50K
519-04-1768,39.0,Assoc-acdm,Married-civ-spouse,,,
778-62-4077,,,Divorced,,,>50K
110-35-0122,75.0,HS-grad,Married-civ-spouse,Husband,Male,
910-62-6534,,,Married-civ-spouse,Husband,Male,
074-44-7174,41.0,,,Husband,,<=50K
297-51-2284,24.0,,Married-civ-spouse,,,<=50K
165-93-9803,48.0,Assoc-acdm,Married-civ-spouse,,Male,>50K
616-49-2628,31.0,HS-grad,Married-civ-spouse,,,
512-68-4274,48.0,,,Husband,,<=50K
591-00-1227,43.0,,,Husband,,<=50K
339-80-3439,,,,Husband,Female,<=50K
530-03-6854,54.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
572-05-1596,35.0,Some-college,,Husband,,
762-62-2849,45.0,HS-grad,,,Female,<=50K
870-60-8107,21.0,Some-college,Never-married,Own-child,,
566-61-5478,29.0,,Married-civ-spouse,Husband,,
025-85-9950,51.0,Some-college,Married-civ-spouse,Husband,Male,>50K
061-08-7223,50.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
878-34-7664,58.0,HS-grad,,Husband,,<=50K
787-07-0023,43.0,Some-college,Married-civ-spouse,Husband,Male,
184-85-8722,52.0,,Married-civ-spouse,,Male,<=50K
758-96-8058,32.0,,Never-married,Own-child,,
418-85-7493,56.0,HS-grad,Widowed,Unmarried,Female,
848-34-1522,27.0,Some-college,,,,
640-69-4102,52.0,Some-college,Married-civ-spouse,Husband,,>50K
320-66-9532,52.0,Assoc-acdm,Married-civ-spouse,,Male,<=50K
007-95-4545,18.0,,,Own-child,,<=50K
973-03-4397,28.0,,,,,<=50K
855-83-5379,44.0,,Divorced,,Female,
680-55-8967,59.0,,Married-civ-spouse,Husband,Male,>50K
288-57-4938,49.0,HS-grad,Married-civ-spouse,Husband,,
563-91-2775,,,Divorced,Not-in-family,Male,
684-12-1620,,HS-grad,Married-civ-spouse,Husband,Female,<=50K
906-63-3905,55.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
878-47-0515,31.0,HS-grad,Never-married,Not-in-family,Female,
312-22-3586,24.0,HS-grad,Married-civ-spouse,,Male,<=50K
219-44-1031,24.0,HS-grad,Never-married,,Male,
727-02-7026,35.0,11th,Married-civ-spouse,Wife,Male,<=50K
148-89-4348,26.0,,,Other-relative,,
005-68-1818,19.0,HS-grad,,,Female,<=50K
205-43-6117,52.0,,Married-civ-spouse,Husband,Male,>50K
177-30-3439,54.0,Masters,Married-civ-spouse,Wife,,<=50K
318-21-2530,51.0,Bachelors,Married-civ-spouse,Husband,Male,
654-26-9041,32.0,Some-college,Never-married,,,>50K
970-36-2406,39.0,Some-college,Divorced,,Female,
106-48-0343,21.0,Some-college,Never-married,Not-in-family,,>50K
793-42-7517,30.0,,Married-civ-spouse,Husband,,<=50K
646-65-2333,50.0,,Married-civ-spouse,Wife,Male,<=50K
111-54-7911,42.0,Masters,,Unmarried,Male,
715-32-5552,23.0,HS-grad,Never-married,,Male,<=50K
322-88-0835,31.0,7th-8th,,Wife,Male,<=50K
185-78-0098,22.0,Bachelors,Married-civ-spouse,,Female,
032-77-0270,31.0,HS-grad,,,,
539-34-2751,66.0,HS-grad,Widowed,Not-in-family,Female,<=50K
055-12-8992,44.0,,Married-civ-spouse,,,<=50K
968-64-2505,21.0,Bachelors,Never-married,Own-child,Male,<=50K
976-28-9925,68.0,,Married-civ-spouse,,Male,
619-53-3168,45.0,Some-college,,Husband,,
526-78-1326,,9th,Married-civ-spouse,Husband,,
236-97-7886,22.0,HS-grad,Married-civ-spouse,,Male,
252-51-8427,30.0,,Married-civ-spouse,Husband,,<=50K
101-99-6314,44.0,,Married-civ-spouse,Husband,Male,>50K
347-54-2997,28.0,,Separated,,Female,
691-27-7640,35.0,,Never-married,Own-child,Female,
757-95-4544,,HS-grad,Never-married,Not-in-family,Female,<=50K
170-27-0270,44.0,7th-8th,Divorced,Not-in-family,Female,<=50K
133-01-5970,69.0,,Married-civ-spouse,Husband,Male,<=50K
748-67-9360,52.0,Masters,Divorced,,Male,
331-38-8206,36.0,Masters,Married-civ-spouse,Husband,Male,>50K
163-75-9213,40.0,Doctorate,,Husband,Male,>50K
977-64-1276,38.0,Some-college,Married-civ-spouse,Husband,,<=50K
929-36-1178,34.0,HS-grad,,Not-in-family,Male,
382-00-2456,44.0,10th,,Husband,,>50K
518-51-9655,49.0,Assoc-acdm,Married-civ-spouse,Husband,,
794-71-7443,22.0,Bachelors,Never-married,Own-child,Female,<=50K
763-57-4937,29.0,,Married-civ-spouse,Husband,Male,<=50K
071-95-9459,20.0,11th,Never-married,Own-child,Male,<=50K
592-50-6141,24.0,,Never-married,,Female,<=50K
825-42-9974,64.0,Prof-school,,Husband,Male,>50K
732-55-5281,21.0,,Never-married,Other-relative,,
204-66-8304,,,,,,
687-31-5724,62.0,,Divorced,Other-relative,Female,
717-84-3979,,,Married-civ-spouse,,Male,
889-52-7026,34.0,Some-college,Never-married,Own-child,Female,
899-41-6461,39.0,HS-grad,Married-civ-spouse,Husband,,
242-99-7542,49.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
100-24-5700,39.0,,Married-civ-spouse,Husband,,<=50K
067-90-5405,,Bachelors,,Own-child,,<=50K
939-55-7738,26.0,HS-grad,Married-spouse-absent,Own-child,,
122-81-9410,36.0,Some-college,,Husband,,
057-98-5257,17.0,HS-grad,Never-married,Own-child,Female,
936-94-7173,61.0,11th,Married-civ-spouse,Husband,,<=50K
781-75-6755,42.0,Some-college,Married-civ-spouse,Husband,,<=50K
573-71-0073,22.0,HS-grad,Never-married,Own-child,Female,
725-09-2136,24.0,,,,Female,
648-83-2923,30.0,Some-college,Separated,Not-in-family,Female,<=50K
881-32-6780,,11th,Divorced,Not-in-family,Male,<=50K
067-84-3980,25.0,Doctorate,Never-married,,,
035-90-2948,59.0,Some-college,,,,
674-20-1473,20.0,,Never-married,,Male,
643-42-7517,,HS-grad,Married-civ-spouse,Husband,,<=50K
104-69-9017,57.0,,Never-married,Own-child,,<=50K
328-25-5527,24.0,Some-college,Married-civ-spouse,Husband,Male,
143-55-0368,43.0,Masters,Married-civ-spouse,,Male,
290-23-3414,44.0,Bachelors,,Wife,,<=50K
739-52-7026,39.0,Bachelors,,,,
299-90-7862,53.0,11th,Married-civ-spouse,Husband,Male,
511-51-7198,42.0,,Married-civ-spouse,Husband,Male,
388-88-2063,22.0,HS-grad,Never-married,Not-in-family,Female,<=50K
455-00-6142,66.0,Some-college,,Unmarried,,<=50K
520-14-7419,30.0,Bachelors,Married-civ-spouse,,,<=50K
427-24-2014,33.0,Bachelors,Married-civ-spouse,Husband,,<=50K
939-83-4151,55.0,HS-grad,,Husband,,
360-56-5110,21.0,11th,Never-married,Not-in-family,Female,<=50K
365-54-0540,29.0,,,,Male,<=50K
918-94-9630,66.0,,Married-civ-spouse,Husband,Male,
577-45-7001,,,Never-married,Own-child,Male,<=50K
478-00-9827,,Bachelors,Married-civ-spouse,Husband,,
138-02-2112,34.0,,Married-civ-spouse,Other-relative,Male,<=50K
967-62-8991,37.0,10th,Married-civ-spouse,,Male,
296-86-7321,25.0,Bachelors,Married-civ-spouse,,,
725-82-9237,29.0,,Married-civ-spouse,,Male,
507-77-0269,21.0,Bachelors,,Own-child,Male,
341-46-1916,20.0,Some-college,Never-married,Own-child,Male,<=50K
155-06-7567,17.0,HS-grad,Never-married,Own-child,Male,
